Sensor,Value,Milliseconds,Runtime,Start Time,Timestamp
moturoa/spike,1,12272,00:00:12.272,11:30:00,11:30:12
moturoa/ec,334,12288,00:00:12.288,,11:30:12
moturoa/spike,1,19792,00:00:19.792,,11:30:20
moturoa/ec,334,20401,00:00:20.401,,11:30:20
moturoa/spike,1,29781,00:00:29.781,,11:30:30
moturoa/ec,334,29863,00:00:29.863,,11:30:30
moturoa/spike,1,39781,00:00:39.781,,11:30:40
moturoa/ec,336,39863,00:00:39.863,,11:30:40
moturoa/ec,337,49791,00:00:49.791,,11:30:50
moturoa/ec,338,59792,00:00:59.792,,11:31:00
moturoa/ec,339,69792,00:01:09.792,,11:31:10
moturoa/ec,338,79791,00:01:19.791,,11:31:20
moturoa/ec,337,89793,00:01:29.793,,11:31:30
moturoa/ec,337,99791,00:01:39.791,,11:31:40
moturoa/ec,337,109791,00:01:49.791,,11:31:50
moturoa/ec,337,119795,00:01:59.795,,11:32:00
moturoa/ahumid,13,121316,00:02:01.316,,11:32:01
moturoa/ec,337,129791,00:02:09.791,,11:32:10
moturoa/ec,338,141955,00:02:21.955,,11:32:22
moturoa/ec,338,149791,00:02:29.791,,11:32:30
moturoa/watertemp,22.4,154512,00:02:34.512,,11:32:35
moturoa/ec,336,159791,00:02:39.791,,11:32:40
moturoa/ec,336,169791,00:02:49.791,,11:32:50
moturoa/ec,333,179792,00:02:59.792,,11:33:00
moturoa/atemp,33,181315,00:03:01.315,,11:33:01
moturoa/ec,336,189792,00:03:09.792,,11:33:10
moturoa/ec,336,199793,00:03:19.793,,11:33:20
moturoa/watertemp,15.4,204513,00:03:24.513,,11:33:25
moturoa/ec,335,209792,00:03:29.792,,11:33:30
moturoa/ec,337,219791,00:03:39.791,,11:33:40
moturoa/ec,337,229791,00:03:49.791,,11:33:50
moturoa/ec,336,239792,00:03:59.792,,11:34:00
moturoa/ahumid,20,241316,00:04:01.316,,11:34:01
moturoa/ec,336,249806,00:04:09.806,,11:34:10
moturoa/watertemp,15.4,254513,00:04:14.513,,11:34:15
moturoa/ec,336,259791,00:04:19.791,,11:34:20
moturoa/ec,332,269791,00:04:29.791,,11:34:30
moturoa/ec,330,279791,00:04:39.791,,11:34:40
moturoa/ec,332,289792,00:04:49.792,,11:34:50
moturoa/ec,331,299791,00:04:59.791,,11:35:00
moturoa/atemp,27,301318,00:05:01.318,,11:35:01
moturoa/watertemp,15.4,304513,00:05:04.513,,11:35:05
moturoa/ec,333,309791,00:05:09.791,,11:35:10
moturoa/ec,333,319791,00:05:19.791,,11:35:20
moturoa/ec,334,329791,00:05:29.791,,11:35:30
moturoa/ec,332,339791,00:05:39.791,,11:35:40
moturoa/ec,333,349791,00:05:49.791,,11:35:50
moturoa/watertemp,15.4,354513,00:05:54.513,,11:35:55
moturoa/ec,332,359791,00:05:59.791,,11:36:00
moturoa/ahumid,21,361317,00:06:01.317,,11:36:01
moturoa/ec,331,369791,00:06:09.791,,11:36:10
moturoa/ec,330,379791,00:06:19.791,,11:36:20
moturoa/ec,332,389791,00:06:29.791,,11:36:30
moturoa/ec,333,399791,00:06:39.791,,11:36:40
moturoa/watertemp,15.4,404514,00:06:44.514,,11:36:45
moturoa/ec,334,409791,00:06:49.791,,11:36:50
moturoa/ec,333,419791,00:06:59.791,,11:37:00
moturoa/atemp,25,421316,00:07:01.316,,11:37:01
moturoa/ec,332,429791,00:07:09.791,,11:37:10
moturoa/ec,334,439793,00:07:19.793,,11:37:20
moturoa/ec,332,449794,00:07:29.794,,11:37:30
moturoa/watertemp,15.4,454513,00:07:34.513,,11:37:35
moturoa/ec,330,459791,00:07:39.791,,11:37:40
moturoa/ec,330,469791,00:07:49.791,,11:37:50
moturoa/ec,332,479791,00:07:59.791,,11:38:00
moturoa/ahumid,22,481316,00:08:01.316,,11:38:01
moturoa/ec,331,489791,00:08:09.791,,11:38:10
moturoa/ec,333,499791,00:08:19.791,,11:38:20
moturoa/watertemp,15.3,504514,00:08:24.514,,11:38:25
moturoa/ec,332,509792,00:08:29.792,,11:38:30
moturoa/ec,331,519791,00:08:39.791,,11:38:40
moturoa/ec,331,529791,00:08:49.791,,11:38:50
moturoa/ec,330,539791,00:08:59.791,,11:39:00
moturoa/atemp,25,541316,00:09:01.316,,11:39:01
moturoa/ec,331,549791,00:09:09.791,,11:39:10
moturoa/watertemp,15.3,554514,00:09:14.514,,11:39:15
moturoa/ec,332,559791,00:09:19.791,,11:39:20
moturoa/ec,334,569791,00:09:29.791,,11:39:30
moturoa/ec,333,579791,00:09:39.791,,11:39:40
moturoa/ec,335,589791,00:09:49.791,,11:39:50
moturoa/ec,329,599791,00:09:59.791,,11:40:00
moturoa/ahumid,27,601316,00:10:01.316,,11:40:01
moturoa/watertemp,17.2,604515,00:10:04.515,,11:40:05
moturoa/ec,330,609791,00:10:09.791,,11:40:10
moturoa/ec,332,619791,00:10:19.791,,11:40:20
moturoa/ec,330,629791,00:10:29.791,,11:40:30
moturoa/ec,334,639791,00:10:39.791,,11:40:40
moturoa/ec,335,649791,00:10:49.791,,11:40:50
moturoa/watertemp,20.3,654514,00:10:54.514,,11:40:55
moturoa/ec,333,659791,00:10:59.791,,11:41:00
moturoa/atemp,24,661317,00:11:01.317,,11:41:01
moturoa/ec,334,669791,00:11:09.791,,11:41:10
moturoa/ec,333,679791,00:11:19.791,,11:41:20
moturoa/ec,331,689791,00:11:29.791,,11:41:30
moturoa/ec,332,699791,00:11:39.791,,11:41:40
moturoa/watertemp,21.1,704515,00:11:44.515,,11:41:45
moturoa/ec,334,709791,00:11:49.791,,11:41:50
moturoa/ec,335,719791,00:11:59.791,,11:42:00
moturoa/ahumid,22,721316,00:12:01.316,,11:42:01
moturoa/ec,334,729794,00:12:09.794,,11:42:10
moturoa/ec,334,739791,00:12:19.791,,11:42:20
moturoa/ec,335,749791,00:12:29.791,,11:42:30
moturoa/watertemp,22.1,754515,00:12:34.515,,11:42:35
moturoa/ec,334,759791,00:12:39.791,,11:42:40
moturoa/ec,331,769791,00:12:49.791,,11:42:50
moturoa/ec,330,779791,00:12:59.791,,11:43:00
moturoa/atemp,24,781318,00:13:01.318,,11:43:01
moturoa/ec,330,789793,00:13:09.793,,11:43:10
moturoa/ec,333,799792,00:13:19.792,,11:43:20
moturoa/watertemp,25.8,804515,00:13:24.515,,11:43:25
moturoa/ec,334,809791,00:13:29.791,,11:43:30
moturoa/ec,335,819791,00:13:39.791,,11:43:40
moturoa/ec,333,829791,00:13:49.791,,11:43:50
moturoa/ec,335,839791,00:13:59.791,,11:44:00
moturoa/ahumid,22,841316,00:14:01.316,,11:44:01
moturoa/ec,336,849791,00:14:09.791,,11:44:10
moturoa/watertemp,29.3,854515,00:14:14.515,,11:44:15
moturoa/ec,334,859791,00:14:19.791,,11:44:20
moturoa/ec,335,869791,00:14:29.791,,11:44:30
moturoa/ec,335,879791,00:14:39.791,,11:44:40
moturoa/ec,334,889792,00:14:49.792,,11:44:50
moturoa/ec,333,899792,00:14:59.792,,11:45:00
moturoa/atemp,24,901317,00:15:01.317,,11:45:01
moturoa/watertemp,29.9,904515,00:15:04.515,,11:45:05
moturoa/ec,332,909791,00:15:09.791,,11:45:10
moturoa/ec,333,919791,00:15:19.791,,11:45:20
moturoa/ec,335,929792,00:15:29.792,,11:45:30
moturoa/ec,334,939791,00:15:39.791,,11:45:40
moturoa/ec,334,949791,00:15:49.791,,11:45:50
moturoa/watertemp,33.2,954515,00:15:54.515,,11:45:55
moturoa/ec,334,959792,00:15:59.792,,11:46:00
moturoa/ahumid,22,961317,00:16:01.317,,11:46:01
moturoa/ec,333,969791,00:16:09.791,,11:46:10
moturoa/ec,335,979792,00:16:19.792,,11:46:20
moturoa/ec,335,989792,00:16:29.792,,11:46:30
moturoa/ec,335,999791,00:16:39.791,,11:46:40
moturoa/watertemp,33.1,1004516,00:16:44.516,,11:46:45
moturoa/ec,312,1009791,00:16:49.791,,11:46:50
moturoa/ec,312,1019794,00:16:59.794,,11:47:00
moturoa/atemp,24,1021320,00:17:01.320,,11:47:01
moturoa/ec,312,1029793,00:17:09.793,,11:47:10
moturoa/ec,312,1039791,00:17:19.791,,11:47:20
moturoa/ec,312,1049793,00:17:29.793,,11:47:30
moturoa/watertemp,15.4,1054516,00:17:34.516,,11:47:35
moturoa/ec,312,1059792,00:17:39.792,,11:47:40
moturoa/ec,312,1069791,00:17:49.791,,11:47:50
moturoa/ec,312,1079792,00:17:59.792,,11:48:00
moturoa/ahumid,22,1081317,00:18:01.317,,11:48:01
moturoa/ec,312,1089791,00:18:09.791,,11:48:10
moturoa/ec,312,1099791,00:18:19.791,,11:48:20
moturoa/watertemp,15.3,1104516,00:18:24.516,,11:48:25
moturoa/ec,312,1109793,00:18:29.793,,11:48:30
moturoa/ec,311,1119791,00:18:39.791,,11:48:40
moturoa/ec,311,1129791,00:18:49.791,,11:48:50
moturoa/ec,310,1139794,00:18:59.794,,11:49:00
moturoa/atemp,24,1141317,00:19:01.317,,11:49:01
moturoa/ec,310,1149791,00:19:09.791,,11:49:10
moturoa/watertemp,15.3,1154525,00:19:14.525,,11:49:15
moturoa/ec,310,1159793,00:19:19.793,,11:49:20
moturoa/ec,310,1169793,00:19:29.793,,11:49:30
moturoa/ec,310,1179793,00:19:39.793,,11:49:40
moturoa/ec,310,1189792,00:19:49.792,,11:49:50
moturoa/ec,311,1199793,00:19:59.793,,11:50:00
moturoa/ahumid,21,1201319,00:20:01.319,,11:50:01
moturoa/watertemp,15.3,1204519,00:20:04.519,,11:50:05
moturoa/ec,309,1209795,00:20:09.795,,11:50:10
moturoa/ec,309,1219794,00:20:19.794,,11:50:20
moturoa/ec,310,1229793,00:20:29.793,,11:50:30
moturoa/ec,309,1239793,00:20:39.793,,11:50:40
moturoa/ec,309,1249793,00:20:49.793,,11:50:50
moturoa/watertemp,15.3,1254518,00:20:54.518,,11:50:55
moturoa/ec,310,1259794,00:20:59.794,,11:51:00
moturoa/atemp,24,1261319,00:21:01.319,,11:51:01
moturoa/ec,309,1269793,00:21:09.793,,11:51:10
moturoa/ec,309,1279793,00:21:19.793,,11:51:20
moturoa/ec,309,1289793,00:21:29.793,,11:51:30
moturoa/ec,309,1299793,00:21:39.793,,11:51:40
moturoa/watertemp,15.3,1304518,00:21:44.518,,11:51:45
moturoa/ec,310,1309793,00:21:49.793,,11:51:50
moturoa/ec,308,1319793,00:21:59.793,,11:52:00
moturoa/ahumid,22,1321319,00:22:01.319,,11:52:01
moturoa/ec,309,1329793,00:22:09.793,,11:52:10
moturoa/ec,309,1339793,00:22:19.793,,11:52:20
moturoa/ec,309,1349793,00:22:29.793,,11:52:30
moturoa/watertemp,15.4,1354519,00:22:34.519,,11:52:35
moturoa/ec,309,1359793,00:22:39.793,,11:52:40
moturoa/ec,309,1369793,00:22:49.793,,11:52:50
moturoa/ec,308,1379794,00:22:59.794,,11:53:00
moturoa/atemp,24,1381319,00:23:01.319,,11:53:01
moturoa/ec,309,1389793,00:23:09.793,,11:53:10
moturoa/ec,309,1399793,00:23:19.793,,11:53:20
moturoa/watertemp,15.4,1404518,00:23:24.518,,11:53:25
moturoa/ec,308,1409793,00:23:29.793,,11:53:30
moturoa/ec,309,1419793,00:23:39.793,,11:53:40
moturoa/ec,309,1429795,00:23:49.795,,11:53:50
moturoa/ec,308,1439793,00:23:59.793,,11:54:00
moturoa/ahumid,22,1441320,00:24:01.320,,11:54:01
moturoa/ec,309,1449793,00:24:09.793,,11:54:10
moturoa/watertemp,15.4,1454519,00:24:14.519,,11:54:15
moturoa/ec,309,1459795,00:24:19.795,,11:54:20
moturoa/ec,308,1469793,00:24:29.793,,11:54:30
moturoa/ec,309,1479793,00:24:39.793,,11:54:40
moturoa/ec,308,1489793,00:24:49.793,,11:54:50
moturoa/ec,309,1499794,00:24:59.794,,11:55:00
moturoa/atemp,24,1501319,00:25:01.319,,11:55:01
moturoa/watertemp,15.4,1504519,00:25:04.519,,11:55:05
moturoa/ec,308,1509793,00:25:09.793,,11:55:10
moturoa/ec,308,1519793,00:25:19.793,,11:55:20
moturoa/ec,308,1529794,00:25:29.794,,11:55:30
moturoa/ec,308,1539793,00:25:39.793,,11:55:40
moturoa/ec,309,1549793,00:25:49.793,,11:55:50
moturoa/watertemp,15.3,1554519,00:25:54.519,,11:55:55
moturoa/ec,308,1559793,00:25:59.793,,11:56:00
moturoa/ahumid,22,1561321,00:26:01.321,,11:56:01
moturoa/ec,308,1569795,00:26:09.795,,11:56:10
moturoa/ec,308,1579793,00:26:19.793,,11:56:20
moturoa/ec,307,1589794,00:26:29.794,,11:56:30
moturoa/ec,307,1599793,00:26:39.793,,11:56:40
moturoa/watertemp,15.3,1604519,00:26:44.519,,11:56:45
moturoa/ec,308,1609793,00:26:49.793,,11:56:50
moturoa/ec,308,1619793,00:26:59.793,,11:57:00
moturoa/atemp,24,1621319,00:27:01.319,,11:57:01
moturoa/ec,307,1629793,00:27:09.793,,11:57:10
moturoa/ec,308,1639793,00:27:19.793,,11:57:20
moturoa/ec,307,1649793,00:27:29.793,,11:57:30
moturoa/watertemp,15.4,1654520,00:27:34.520,,11:57:35
moturoa/ec,308,1659793,00:27:39.793,,11:57:40
moturoa/ec,308,1669794,00:27:49.794,,11:57:50
moturoa/ec,307,1679793,00:27:59.793,,11:58:00
moturoa/ahumid,22,1681319,00:28:01.319,,11:58:01
moturoa/ec,307,1689793,00:28:09.793,,11:58:10
moturoa/ec,308,1699793,00:28:19.793,,11:58:20
moturoa/watertemp,15.3,1704522,00:28:24.522,,11:58:25
moturoa/ec,307,1709805,00:28:29.805,,11:58:30
moturoa/ec,308,1719793,00:28:39.793,,11:58:40
moturoa/ec,307,1729794,00:28:49.794,,11:58:50
moturoa/ec,308,1739793,00:28:59.793,,11:59:00
moturoa/atemp,24,1741319,00:29:01.319,,11:59:01
moturoa/ec,307,1749793,00:29:09.793,,11:59:10
moturoa/watertemp,15.3,1754520,00:29:14.520,,11:59:15
moturoa/ec,307,1759793,00:29:19.793,,11:59:20
moturoa/ec,307,1769793,00:29:29.793,,11:59:30
moturoa/ec,308,1779795,00:29:39.795,,11:59:40
moturoa/ec,307,1789793,00:29:49.793,,11:59:50
moturoa/ec,307,1799793,00:29:59.793,,12:00:00
moturoa/ahumid,22,1801320,00:30:01.320,,12:00:01
moturoa/watertemp,15.3,1804520,00:30:04.520,,12:00:05
moturoa/ec,307,1809793,00:30:09.793,,12:00:10
moturoa/ec,307,1819794,00:30:19.794,,12:00:20
moturoa/ec,308,1829794,00:30:29.794,,12:00:30
moturoa/ec,308,1839801,00:30:39.801,,12:00:40
moturoa/ec,307,1849796,00:30:49.796,,12:00:50
moturoa/watertemp,15.3,1854520,00:30:54.520,,12:00:55
moturoa/ec,308,1859793,00:30:59.793,,12:01:00
moturoa/atemp,24,1861319,00:31:01.319,,12:01:01
moturoa/ec,308,1869793,00:31:09.793,,12:01:10
moturoa/ec,308,1879793,00:31:19.793,,12:01:20
moturoa/ec,306,1889795,00:31:29.795,,12:01:30
moturoa/ec,306,1899793,00:31:39.793,,12:01:40
moturoa/watertemp,15.3,1904520,00:31:44.520,,12:01:45
moturoa/ec,307,1909793,00:31:49.793,,12:01:50
moturoa/ec,308,1919793,00:31:59.793,,12:02:00
moturoa/ahumid,22,1921320,00:32:01.320,,12:02:01
moturoa/ec,308,1929793,00:32:09.793,,12:02:10
moturoa/ec,307,1939793,00:32:19.793,,12:02:20
moturoa/ec,308,1949793,00:32:29.793,,12:02:30
moturoa/watertemp,15.3,1954521,00:32:34.521,,12:02:35
moturoa/ec,308,1959793,00:32:39.793,,12:02:40
moturoa/ec,307,1969793,00:32:49.793,,12:02:50
moturoa/ec,307,1979793,00:32:59.793,,12:03:00
moturoa/atemp,24,1981322,00:33:01.322,,12:03:01
moturoa/ec,308,1989795,00:33:09.795,,12:03:10
moturoa/ec,308,1999797,00:33:19.797,,12:03:20
moturoa/watertemp,15.4,2004521,00:33:24.521,,12:03:25
moturoa/ec,309,2009793,00:33:29.793,,12:03:30
moturoa/ec,308,2019793,00:33:39.793,,12:03:40
moturoa/ec,308,2029793,00:33:49.793,,12:03:50
moturoa/ec,307,2039793,00:33:59.793,,12:04:00
moturoa/ahumid,22,2041320,00:34:01.320,,12:04:01
moturoa/ec,308,2049793,00:34:09.793,,12:04:10
moturoa/watertemp,15.4,2054522,00:34:14.522,,12:04:15
moturoa/ec,309,2059793,00:34:19.793,,12:04:20
moturoa/ec,305,2069797,00:34:29.797,,12:04:30
moturoa/ec,308,2079793,00:34:39.793,,12:04:40
moturoa/ec,310,2089828,00:34:49.828,,12:04:50
moturoa/ec,309,2099795,00:34:59.795,,12:05:00
moturoa/atemp,24,2101320,00:35:01.320,,12:05:01
moturoa/watertemp,15.3,2104522,00:35:04.522,,12:05:05
moturoa/ec,304,2109793,00:35:09.793,,12:05:10
moturoa/ec,310,2119794,00:35:19.794,,12:05:20
moturoa/ec,310,2129793,00:35:29.793,,12:05:30
moturoa/ec,312,2139794,00:35:39.794,,12:05:40
moturoa/ec,311,2149794,00:35:49.794,,12:05:50
moturoa/watertemp,15.3,2154521,00:35:54.521,,12:05:55
moturoa/ec,312,2159794,00:35:59.794,,12:06:00
moturoa/ahumid,22,2161320,00:36:01.320,,12:06:01
moturoa/ec,313,2169793,00:36:09.793,,12:06:10
moturoa/ec,313,2179793,00:36:19.793,,12:06:20
moturoa/ec,313,2189795,00:36:29.795,,12:06:30
moturoa/ec,313,2199793,00:36:39.793,,12:06:40
moturoa/watertemp,15.3,2204522,00:36:44.522,,12:06:45
moturoa/ec,313,2209793,00:36:49.793,,12:06:50
moturoa/ec,314,2219793,00:36:59.793,,12:07:00
moturoa/atemp,25,2221322,00:37:01.322,,12:07:01
moturoa/ec,315,2229793,00:37:09.793,,12:07:10
moturoa/ec,312,2239794,00:37:19.794,,12:07:20
moturoa/ec,316,2249793,00:37:29.793,,12:07:30
moturoa/watertemp,15.3,2254530,00:37:34.530,,12:07:35
moturoa/ec,315,2259793,00:37:39.793,,12:07:40
moturoa/ec,317,2269794,00:37:49.794,,12:07:50
moturoa/ec,317,2279793,00:37:59.793,,12:08:00
moturoa/ahumid,21,2281320,00:38:01.320,,12:08:01
moturoa/ec,317,2289793,00:38:09.793,,12:08:10
moturoa/ec,313,2299794,00:38:19.794,,12:08:20
moturoa/watertemp,15.3,2304522,00:38:24.522,,12:08:25
moturoa/ec,316,2309796,00:38:29.796,,12:08:30
moturoa/ec,316,2319793,00:38:39.793,,12:08:40
moturoa/ec,312,2329793,00:38:49.793,,12:08:50
moturoa/ec,314,2339794,00:38:59.794,,12:09:00
moturoa/atemp,26,2341321,00:39:01.321,,12:09:01
moturoa/ec,317,2349793,00:39:09.793,,12:09:10
moturoa/watertemp,15.3,2354523,00:39:14.523,,12:09:15
moturoa/ec,315,2359794,00:39:19.794,,12:09:20
moturoa/ec,316,2369794,00:39:29.794,,12:09:30
moturoa/ec,316,2379793,00:39:39.793,,12:09:40
moturoa/ec,317,2389794,00:39:49.794,,12:09:50
moturoa/ec,316,2399793,00:39:59.793,,12:10:00
moturoa/ahumid,21,2401321,00:40:01.321,,12:10:01
moturoa/watertemp,15.3,2404522,00:40:04.522,,12:10:05
moturoa/ec,317,2409793,00:40:09.793,,12:10:10
moturoa/ec,318,2419795,00:40:19.795,,12:10:20
moturoa/ec,319,2429793,00:40:29.793,,12:10:30
moturoa/ec,313,2439793,00:40:39.793,,12:10:40
moturoa/ec,315,2449794,00:40:49.794,,12:10:50
moturoa/watertemp,15.3,2454523,00:40:54.523,,12:10:55
moturoa/ec,319,2459794,00:40:59.794,,12:11:00
moturoa/atemp,24,2461320,00:41:01.320,,12:11:01
moturoa/ec,317,2469793,00:41:09.793,,12:11:10
moturoa/ec,317,2479794,00:41:19.794,,12:11:20
moturoa/ec,313,2489794,00:41:29.794,,12:11:30
moturoa/ec,315,2499794,00:41:39.794,,12:11:40
moturoa/watertemp,15.3,2504523,00:41:44.523,,12:11:45
moturoa/ec,313,2509794,00:41:49.794,,12:11:50
