Sensor,Value,Milliseconds,Runtime,Start Time,Timestamp
moturoa/ec,317,4899795,01:21:39.795,,12:51:40
moturoa/watertemp,15.3,4904532,01:21:44.532,,12:51:45
moturoa/ec,317,4909795,01:21:49.795,,12:51:50
moturoa/ec,317,4919795,01:21:59.795,,12:52:00
moturoa/ahumid,22,4921326,01:22:01.326,,12:52:01
moturoa/ec,317,4929796,01:22:09.796,,12:52:10
moturoa/ec,317,4939796,01:22:19.796,,12:52:20
moturoa/ec,318,4949798,01:22:29.798,,12:52:30
moturoa/watertemp,15.3,4954532,01:22:34.532,,12:52:35
moturoa/ec,318,4959795,01:22:39.795,,12:52:40
moturoa/ec,317,4969795,01:22:49.795,,12:52:50
moturoa/ec,316,4979796,01:22:59.796,,12:53:00
moturoa/atemp,24,4981325,01:23:01.325,,12:53:01
moturoa/ec,317,4989796,01:23:09.796,,12:53:10
moturoa/ec,317,4999796,01:23:19.796,,12:53:20
moturoa/watertemp,15.3,5004533,01:23:24.533,,12:53:25
moturoa/ec,317,5009798,01:23:29.798,,12:53:30
moturoa/ec,317,5019795,01:23:39.795,,12:53:40
moturoa/ec,317,5029796,01:23:49.796,,12:53:50
moturoa/ec,316,5039795,01:23:59.795,,12:54:00
moturoa/ahumid,22,5041326,01:24:01.326,,12:54:01
moturoa/ec,317,5049795,01:24:09.795,,12:54:10
moturoa/watertemp,15.3,5054532,01:24:14.532,,12:54:15
moturoa/ec,316,5059795,01:24:19.795,,12:54:20
moturoa/ec,317,5069795,01:24:29.795,,12:54:30
moturoa/ec,316,5079796,01:24:39.796,,12:54:40
moturoa/ec,317,5089795,01:24:49.795,,12:54:50
moturoa/ec,318,5099801,01:24:59.801,,12:55:00
moturoa/atemp,24,5101325,01:25:01.325,,12:55:01
moturoa/watertemp,15.3,5104533,01:25:04.533,,12:55:05
moturoa/ec,317,5109796,01:25:09.796,,12:55:10
moturoa/ec,317,5119795,01:25:19.795,,12:55:20
moturoa/ec,317,5129795,01:25:29.795,,12:55:30
moturoa/ec,317,5139797,01:25:39.797,,12:55:40
moturoa/ec,317,5149795,01:25:49.795,,12:55:50
moturoa/watertemp,15.3,5154533,01:25:54.533,,12:55:55
moturoa/ec,316,5159795,01:25:59.795,,12:56:00
moturoa/ahumid,22,5161325,01:26:01.325,,12:56:01
moturoa/ec,315,5169795,01:26:09.795,,12:56:10
moturoa/ec,316,5179798,01:26:19.798,,12:56:20
moturoa/ec,316,5189795,01:26:29.795,,12:56:30
moturoa/ec,316,5199795,01:26:39.795,,12:56:40
moturoa/watertemp,15.3,5204533,01:26:44.533,,12:56:45
moturoa/ec,316,5209796,01:26:49.796,,12:56:50
moturoa/ec,315,5219795,01:26:59.795,,12:57:00
moturoa/atemp,24,5221325,01:27:01.325,,12:57:01
moturoa/ec,316,5229795,01:27:09.795,,12:57:10
moturoa/ec,316,5239796,01:27:19.796,,12:57:20
moturoa/ec,317,5249796,01:27:29.796,,12:57:30
moturoa/watertemp,15.3,5254535,01:27:34.535,,12:57:35
moturoa/ec,316,5259796,01:27:39.796,,12:57:40
moturoa/ec,316,5269798,01:27:49.798,,12:57:50
moturoa/ec,316,5279796,01:27:59.796,,12:58:00
moturoa/ahumid,22,5281325,01:28:01.325,,12:58:01
moturoa/ec,316,5289796,01:28:09.796,,12:58:10
moturoa/ec,316,5299800,01:28:19.800,,12:58:20
moturoa/watertemp,15.3,5304534,01:28:24.534,,12:58:25
moturoa/ec,316,5309797,01:28:29.797,,12:58:30
moturoa/ec,316,5319797,01:28:39.797,,12:58:40
moturoa/ec,316,5329798,01:28:49.798,,12:58:50
moturoa/ec,316,5339797,01:28:59.797,,12:59:00
moturoa/atemp,24,5341327,01:29:01.327,,12:59:01
moturoa/ec,316,5349795,01:29:09.795,,12:59:10
moturoa/watertemp,15.3,5354534,01:29:14.534,,12:59:15
moturoa/ec,316,5359795,01:29:19.795,,12:59:20
moturoa/ec,316,5369795,01:29:29.795,,12:59:30
moturoa/ec,316,5379796,01:29:39.796,,12:59:40
moturoa/ec,318,5389796,01:29:49.796,,12:59:50
moturoa/ec,316,5399795,01:29:59.795,,13:00:00
moturoa/ahumid,21,5401326,01:30:01.326,,13:00:01
moturoa/watertemp,15.3,5404534,01:30:04.534,,13:00:05
moturoa/ec,316,5409796,01:30:09.796,,13:00:10
moturoa/ec,316,5419796,01:30:19.796,,13:00:20
moturoa/ec,316,5429796,01:30:29.796,,13:00:30
moturoa/ec,316,5439796,01:30:39.796,,13:00:40
moturoa/ec,316,5449795,01:30:49.795,,13:00:50
moturoa/watertemp,15.3,5454534,01:30:54.534,,13:00:55
moturoa/ec,317,5459804,01:30:59.804,,13:01:00
moturoa/atemp,25,5461327,01:31:01.327,,13:01:01
moturoa/ec,316,5469795,01:31:09.795,,13:01:10
moturoa/ec,316,5479795,01:31:19.795,,13:01:20
moturoa/ec,316,5489797,01:31:29.797,,13:01:30
moturoa/ec,316,5499796,01:31:39.796,,13:01:40
moturoa/watertemp,15.3,5504536,01:31:44.536,,13:01:45
moturoa/ec,316,5509797,01:31:49.797,,13:01:50
moturoa/ec,316,5519795,01:31:59.795,,13:02:00
moturoa/ahumid,22,5521329,01:32:01.329,,13:02:01
moturoa/ec,316,5529795,01:32:09.795,,13:02:10
moturoa/ec,316,5539795,01:32:19.795,,13:02:20
moturoa/ec,316,5549795,01:32:29.795,,13:02:30
moturoa/watertemp,15.3,5554535,01:32:34.535,,13:02:35
moturoa/ec,316,5559795,01:32:39.795,,13:02:40
moturoa/ec,316,5569796,01:32:49.796,,13:02:50
moturoa/ec,316,5579795,01:32:59.795,,13:03:00
moturoa/atemp,24,5581326,01:33:01.326,,13:03:01
moturoa/ec,316,5589796,01:33:09.796,,13:03:10
moturoa/ec,316,5599798,01:33:19.798,,13:03:20
moturoa/watertemp,15.3,5604537,01:33:24.537,,13:03:25
moturoa/ec,316,5609795,01:33:29.795,,13:03:30
moturoa/ec,316,5619800,01:33:39.800,,13:03:40
moturoa/ec,314,5629797,01:33:49.797,,13:03:50
moturoa/ec,316,5639796,01:33:59.796,,13:04:00
moturoa/ahumid,22,5641326,01:34:01.326,,13:04:01
moturoa/ec,316,5649798,01:34:09.798,,13:04:10
moturoa/watertemp,15.3,5654535,01:34:14.535,,13:04:15
moturoa/ec,316,5659796,01:34:19.796,,13:04:20
moturoa/ec,316,5669795,01:34:29.795,,13:04:30
moturoa/ec,315,5679795,01:34:39.795,,13:04:40
moturoa/ec,316,5689796,01:34:49.796,,13:04:50
moturoa/ec,316,5699796,01:34:59.796,,13:05:00
moturoa/atemp,24,5701326,01:35:01.326,,13:05:01
moturoa/watertemp,15.3,5704535,01:35:04.535,,13:05:05
moturoa/ec,317,5709797,01:35:09.797,,13:05:10
moturoa/ec,316,5719797,01:35:19.797,,13:05:20
moturoa/ec,316,5729795,01:35:29.795,,13:05:30
moturoa/ec,316,5739795,01:35:39.795,,13:05:40
moturoa/ec,315,5749796,01:35:49.796,,13:05:50
moturoa/watertemp,15.3,5754535,01:35:54.535,,13:05:55
moturoa/ec,316,5759796,01:35:59.796,,13:06:00
moturoa/ahumid,22,5761326,01:36:01.326,,13:06:01
moturoa/ec,316,5769798,01:36:09.798,,13:06:10
moturoa/ec,316,5779797,01:36:19.797,,13:06:20
moturoa/ec,315,5789795,01:36:29.795,,13:06:30
moturoa/ec,315,5799798,01:36:39.798,,13:06:40
moturoa/watertemp,15.3,5804536,01:36:44.536,,13:06:45
moturoa/ec,315,5809796,01:36:49.796,,13:06:50
moturoa/ec,315,5819795,01:36:59.795,,13:07:00
moturoa/atemp,24,5821326,01:37:01.326,,13:07:01
moturoa/ec,316,5829797,01:37:09.797,,13:07:10
moturoa/ec,316,5839796,01:37:19.796,,13:07:20
moturoa/ec,316,5849796,01:37:29.796,,13:07:30
moturoa/watertemp,15.3,5854536,01:37:34.536,,13:07:35
moturoa/ec,315,5859796,01:37:39.796,,13:07:40
moturoa/ec,316,5869798,01:37:49.798,,13:07:50
moturoa/ec,315,5879795,01:37:59.795,,13:08:00
moturoa/ahumid,22,5881329,01:38:01.329,,13:08:01
moturoa/ec,316,5889800,01:38:09.800,,13:08:10
moturoa/ec,316,5899796,01:38:19.796,,13:08:20
moturoa/watertemp,15.3,5904536,01:38:24.536,,13:08:25
moturoa/ec,316,5909796,01:38:29.796,,13:08:30
moturoa/ec,315,5919796,01:38:39.796,,13:08:40
moturoa/ec,315,5929796,01:38:49.796,,13:08:50
moturoa/ec,316,5939798,01:38:59.798,,13:09:00
moturoa/atemp,25,5941327,01:39:01.327,,13:09:01
moturoa/ec,316,5949797,01:39:09.797,,13:09:10
moturoa/watertemp,15.3,5954537,01:39:14.537,,13:09:15
moturoa/ec,315,5959796,01:39:19.796,,13:09:20
moturoa/ec,315,5969801,01:39:29.801,,13:09:30
moturoa/ec,315,5979796,01:39:39.796,,13:09:40
moturoa/ec,315,5989796,01:39:49.796,,13:09:50
moturoa/ec,315,5999796,01:39:59.796,,13:10:00
moturoa/ahumid,22,6001327,01:40:01.327,,13:10:01
moturoa/watertemp,15.3,6004540,01:40:04.540,,13:10:05
moturoa/ec,315,6009796,01:40:09.796,,13:10:10
moturoa/ec,316,6019796,01:40:19.796,,13:10:20
moturoa/ec,316,6029796,01:40:29.796,,13:10:30
moturoa/ec,315,6039798,01:40:39.798,,13:10:40
moturoa/ec,315,6049796,01:40:49.796,,13:10:50
moturoa/watertemp,15.3,6054537,01:40:54.537,,13:10:55
moturoa/ec,316,6059796,01:40:59.796,,13:11:00
moturoa/atemp,24,6061327,01:41:01.327,,13:11:01
moturoa/ec,315,6069796,01:41:09.796,,13:11:10
moturoa/ec,315,6079796,01:41:19.796,,13:11:20
moturoa/ec,316,6089797,01:41:29.797,,13:11:30
moturoa/ec,315,6099796,01:41:39.796,,13:11:40
moturoa/watertemp,15.3,6104537,01:41:44.537,,13:11:45
moturoa/ec,315,6109796,01:41:49.796,,13:11:50
moturoa/ec,315,6119806,01:41:59.806,,13:12:00
moturoa/ahumid,22,6121327,01:42:01.327,,13:12:01
moturoa/ec,315,6129796,01:42:09.796,,13:12:10
moturoa/ec,316,6139796,01:42:19.796,,13:12:20
moturoa/ec,315,6149799,01:42:29.799,,13:12:30
moturoa/watertemp,15.3,6154537,01:42:34.537,,13:12:35
moturoa/ec,315,6159796,01:42:39.796,,13:12:40
moturoa/ec,315,6169796,01:42:49.796,,13:12:50
moturoa/ec,315,6179796,01:42:59.796,,13:13:00
moturoa/atemp,25,6181327,01:43:01.327,,13:13:01
moturoa/ec,314,6189796,01:43:09.796,,13:13:10
moturoa/ec,316,6199796,01:43:19.796,,13:13:20
moturoa/watertemp,15.3,6204537,01:43:24.537,,13:13:25
moturoa/ec,316,6209796,01:43:29.796,,13:13:30
moturoa/ec,315,6219796,01:43:39.796,,13:13:40
moturoa/ec,315,6229797,01:43:49.797,,13:13:50
moturoa/ec,315,6239796,01:43:59.796,,13:14:00
moturoa/ahumid,22,6241327,01:44:01.327,,13:14:01
moturoa/ec,314,6249796,01:44:09.796,,13:14:10
moturoa/watertemp,15.3,6254537,01:44:14.537,,13:14:15
moturoa/ec,314,6259799,01:44:19.799,,13:14:20
moturoa/ec,315,6269797,01:44:29.797,,13:14:30
moturoa/ec,315,6279798,01:44:39.798,,13:14:40
moturoa/ec,315,6289803,01:44:49.803,,13:14:50
moturoa/ec,315,6299796,01:44:59.796,,13:15:00
moturoa/atemp,24,6301328,01:45:01.328,,13:15:01
moturoa/watertemp,15.3,6304538,01:45:04.538,,13:15:05
moturoa/ec,315,6309796,01:45:09.796,,13:15:10
moturoa/ec,315,6319797,01:45:19.797,,13:15:20
moturoa/ec,315,6329796,01:45:29.796,,13:15:30
moturoa/ec,316,6339796,01:45:39.796,,13:15:40
moturoa/ec,316,6349799,01:45:49.799,,13:15:50
moturoa/watertemp,15.3,6354538,01:45:54.538,,13:15:55
moturoa/ec,315,6359797,01:45:59.797,,13:16:00
moturoa/ahumid,22,6361327,01:46:01.327,,13:16:01
moturoa/ec,315,6369796,01:46:09.796,,13:16:10
moturoa/ec,315,6379796,01:46:19.796,,13:16:20
moturoa/ec,315,6389797,01:46:29.797,,13:16:30
moturoa/spike,1,6399786,01:46:39.786,,13:16:40
moturoa/ec,7,6399857,01:46:39.857,,13:16:40
moturoa/watertemp,15.3,6404538,01:46:44.538,,13:16:45
moturoa/spike,1,6409787,01:46:49.787,,13:16:50
moturoa/ec,7,6409858,01:46:49.858,,13:16:50
moturoa/spike,1,6419786,01:46:59.786,,13:17:00
moturoa/ec,7,6419836,01:46:59.836,,13:17:00
moturoa/atemp,24,6421327,01:47:01.327,,13:17:01
moturoa/spike,1,6429786,01:47:09.786,,13:17:10
moturoa/ec,6,6429905,01:47:09.905,,13:17:10
moturoa/spike,1,6439786,01:47:19.786,,13:17:20
moturoa/ec,6,6439904,01:47:19.904,,13:17:20
moturoa/spike,1,6449786,01:47:29.786,,13:17:30
moturoa/ec,7,6449904,01:47:29.904,,13:17:30
moturoa/watertemp,15.3,6454538,01:47:34.538,,13:17:35
moturoa/spike,1,6459786,01:47:39.786,,13:17:40
moturoa/ec,7,6459853,01:47:39.853,,13:17:40
moturoa/spike,1,6469786,01:47:49.786,,13:17:50
moturoa/ec,7,6469852,01:47:49.852,,13:17:50
moturoa/ec,7,6479796,01:47:59.796,,13:18:00
moturoa/ahumid,22,6481327,01:48:01.327,,13:18:01
moturoa/ec,7,6489818,01:48:09.818,,13:18:10
moturoa/ec,6,6499798,01:48:19.798,,13:18:20
moturoa/watertemp,15.3,6504538,01:48:24.538,,13:18:25
moturoa/ec,6,6509804,01:48:29.804,,13:18:30
moturoa/ec,7,6519796,01:48:39.796,,13:18:40
moturoa/ec,7,6529796,01:48:49.796,,13:18:50
moturoa/ec,6,6539796,01:48:59.796,,13:19:00
moturoa/ec,7,6549796,01:49:09.796,,13:19:10
moturoa/watertemp,20.6,6554538,01:49:14.538,,13:19:15
moturoa/ec,6,6559796,01:49:19.796,,13:19:20
moturoa/ec,7,6569796,01:49:29.796,,13:19:30
moturoa/ec,7,6579797,01:49:39.797,,13:19:40
moturoa/ec,7,6589796,01:49:49.796,,13:19:50
moturoa/ec,6,6599796,01:49:59.796,,13:20:00
moturoa/watertemp,21.9,6604539,01:50:04.539,,13:20:05
moturoa/ec,7,6609799,01:50:09.799,,13:20:10
moturoa/ec,7,6619797,01:50:19.797,,13:20:20
moturoa/ec,7,6629797,01:50:29.797,,13:20:30
moturoa/ec,7,6639797,01:50:39.797,,13:20:40
moturoa/ec,6,6649796,01:50:49.796,,13:20:50
moturoa/watertemp,24.4,6654539,01:50:54.539,,13:20:55
moturoa/ec,7,6659796,01:50:59.796,,13:21:00
moturoa/ec,6,6669796,01:51:09.796,,13:21:10
moturoa/ec,6,6679797,01:51:19.797,,13:21:20
moturoa/ec,6,6689797,01:51:29.797,,13:21:30
moturoa/ec,6,6699796,01:51:39.796,,13:21:40
moturoa/watertemp,25.6,6704541,01:51:44.541,,13:21:45
moturoa/ec,7,6709796,01:51:49.796,,13:21:50
moturoa/ec,6,6719796,01:51:59.796,,13:22:00
moturoa/ec,6,6729796,01:52:09.796,,13:22:10
moturoa/ec,7,6739796,01:52:19.796,,13:22:20
moturoa/ec,7,6749796,01:52:29.796,,13:22:30
moturoa/watertemp,26.2,6754539,01:52:34.539,,13:22:35
moturoa/ec,7,6759796,01:52:39.796,,13:22:40
moturoa/ec,7,6769796,01:52:49.796,,13:22:50
moturoa/ec,6,6779797,01:52:59.797,,13:23:00
moturoa/ec,7,6789796,01:53:09.796,,13:23:10
moturoa/ec,6,6799802,01:53:19.802,,13:23:20
moturoa/watertemp,26.4,6804539,01:53:24.539,,13:23:25
moturoa/ec,6,6809796,01:53:29.796,,13:23:30
moturoa/ec,7,6819797,01:53:39.797,,13:23:40
moturoa/ec,7,6829799,01:53:49.799,,13:23:50
moturoa/ec,7,6839796,01:53:59.796,,13:24:00
moturoa/ec,7,6849796,01:54:09.796,,13:24:10
moturoa/watertemp,26.4,6854538,01:54:14.538,,13:24:15
moturoa/ec,7,6859796,01:54:19.796,,13:24:20
moturoa/ec,7,6869796,01:54:29.796,,13:24:30
moturoa/ec,7,6879798,01:54:39.798,,13:24:40
moturoa/ec,7,6889796,01:54:49.796,,13:24:50
moturoa/ec,7,6899806,01:54:59.806,,13:25:00
moturoa/watertemp,26.4,6904540,01:55:04.540,,13:25:05
moturoa/ec,7,6909796,01:55:09.796,,13:25:10
moturoa/ec,7,6919796,01:55:19.796,,13:25:20
moturoa/ec,7,6929799,01:55:29.799,,13:25:30
moturoa/ec,7,6939796,01:55:39.796,,13:25:40
moturoa/ec,7,6949801,01:55:49.801,,13:25:50
moturoa/watertemp,26.4,6954540,01:55:54.540,,13:25:55
moturoa/ec,7,6959802,01:55:59.802,,13:26:00
moturoa/ec,7,6969796,01:56:09.796,,13:26:10
moturoa/ec,7,6979797,01:56:19.797,,13:26:20
moturoa/ec,6,6989796,01:56:29.796,,13:26:30
moturoa/ec,7,6999797,01:56:39.797,,13:26:40
moturoa/watertemp,26.5,7004543,01:56:44.543,,13:26:45
moturoa/ec,7,7009797,01:56:49.797,,13:26:50
moturoa/ec,7,7019795,01:56:59.795,,13:27:00
moturoa/ec,7,7029796,01:57:09.796,,13:27:10
moturoa/ec,7,7039801,01:57:19.801,,13:27:20
moturoa/ec,7,7049796,01:57:29.796,,13:27:30
moturoa/watertemp,26.6,7054540,01:57:34.540,,13:27:35
moturoa/ec,7,7059796,01:57:39.796,,13:27:40
moturoa/ec,6,7069796,01:57:49.796,,13:27:50
moturoa/ec,7,7079796,01:57:59.796,,13:28:00
moturoa/ec,7,7089796,01:58:09.796,,13:28:10
moturoa/ec,7,7099803,01:58:19.803,,13:28:20
moturoa/watertemp,26.6,7104541,01:58:24.541,,13:28:25
moturoa/ec,7,7109797,01:58:29.797,,13:28:30
moturoa/ec,6,7119797,01:58:39.797,,13:28:40
moturoa/ec,7,7129797,01:58:49.797,,13:28:50
moturoa/ec,7,7139796,01:58:59.796,,13:29:00
moturoa/ec,7,7149796,01:59:09.796,,13:29:10
moturoa/watertemp,26.7,7154541,01:59:14.541,,13:29:15
moturoa/ec,7,7159797,01:59:19.797,,13:29:20
moturoa/ec,7,7169796,01:59:29.796,,13:29:30
moturoa/ec,7,7179796,01:59:39.796,,13:29:40
moturoa/ec,7,7189799,01:59:49.799,,13:29:50
moturoa/ec,7,7199796,01:59:59.796,,13:30:00
moturoa/watertemp,26.6,7204541,02:00:04.541,,13:30:05
moturoa/ec,7,7209796,02:00:09.796,,13:30:10
moturoa/ec,7,7219797,02:00:19.797,,13:30:20
moturoa/ec,7,7229803,02:00:29.803,,13:30:30
moturoa/ec,7,7239796,02:00:39.796,,13:30:40
moturoa/ec,7,7249798,02:00:49.798,,13:30:50
moturoa/watertemp,26.5,7254541,02:00:54.541,,13:30:55
moturoa/ec,7,7259796,02:00:59.796,,13:31:00
moturoa/ec,7,7269796,02:01:09.796,,13:31:10
moturoa/ec,7,7279797,02:01:19.797,,13:31:20
moturoa/ec,6,7289799,02:01:29.799,,13:31:30
moturoa/ec,7,7299796,02:01:39.796,,13:31:40
moturoa/watertemp,26.4,7304541,02:01:44.541,,13:31:45
moturoa/ec,7,7309797,02:01:49.797,,13:31:50
moturoa/ec,7,7319798,02:01:59.798,,13:32:00
moturoa/ec,7,7329796,02:02:09.796,,13:32:10
moturoa/ec,7,7339796,02:02:19.796,,13:32:20
moturoa/ec,7,7349796,02:02:29.796,,13:32:30
moturoa/watertemp,27.2,7354543,02:02:34.543,,13:32:35
moturoa/ec,7,7359796,02:02:39.796,,13:32:40
moturoa/ec,6,7369796,02:02:49.796,,13:32:50
moturoa/ec,7,7379798,02:02:59.798,,13:33:00
moturoa/ec,6,7389797,02:03:09.797,,13:33:10
moturoa/ec,7,7399798,02:03:19.798,,13:33:20
moturoa/watertemp,28.3,7404542,02:03:24.542,,13:33:25
moturoa/ec,7,7409796,02:03:29.796,,13:33:30
moturoa/ec,7,7419796,02:03:39.796,,13:33:40
moturoa/ec,7,7429798,02:03:49.798,,13:33:50
moturoa/ec,7,7439796,02:03:59.796,,13:34:00
moturoa/ec,7,7449798,02:04:09.798,,13:34:10
moturoa/watertemp,28.7,7454542,02:04:14.542,,13:34:15
moturoa/ec,7,7459797,02:04:19.797,,13:34:20
moturoa/ec,7,7469797,02:04:29.797,,13:34:30
moturoa/ec,7,7479796,02:04:39.796,,13:34:40